TITLE     = ""
VARIABLES = "x [m]"
"r [m]"
ZONE T="Ogive Surface"
 STRANDID=0, SOLUTIONTIME=0
 I=8000, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 2.691124081611633301E-01 3.546523302793502808E-02
 2.691721916198730469E-01 3.547018021345138550E-02
 2.692320048809051514E-01 3.547512367367744446E-02
 2.692917883396148682E-01 3.548006713390350342E-02
 2.693516016006469727E-01 3.548501059412956238E-02
 2.694113850593566895E-01 3.548995405435562134E-02
 2.694711983203887939E-01 3.549489378929138184E-02
 2.695309817790985107E-01 3.549982979893684387E-02
 2.695907652378082275E-01 3.550476953387260437E-02
 2.696505784988403320E-01 3.550970554351806641E-02
 2.697103619575500488E-01 3.551464155316352844E-02
 2.697701752185821533E-01 3.551957383751869202E-02
 2.698299586772918701E-01 3.552450612187385559E-02
 2.698897719383239746E-01 3.552943840622901917E-02
 2.699495553970336914E-01 3.553436696529388428E-02
 2.700093686580657959E-01 3.553929552435874939E-02
 2.700691521167755127E-01 3.554422408342361450E-02
 2.701289653778076172E-01 3.554914891719818115E-02
 2.701887488365173340E-01 3.555407375097274780E-02
 2.702485620975494385E-01 3.555899858474731445E-02
 2.703083455562591553E-01 3.556391969323158264E-02
 2.703681290149688721E-01 3.556884080171585083E-02
 2.704279422760009766E-01 3.557375818490982056E-02
 2.704877257347106934E-01 3.557867929339408875E-02
 2.705475389957427979E-01 3.558359295129776001E-02
 2.706073224544525146E-01 3.558851033449172974E-02
 2.706671357154846191E-01 3.559342399239540100E-02
 2.707269191741943359E-01 3.559833765029907227E-02
 2.707867324352264404E-01 3.560325130820274353E-02
 2.708465158939361572E-01 3.560816124081611633E-02
 2.709063291549682617E-01 3.561307117342948914E-02
 2.709661424160003662E-01 3.561797738075256348E-02
 2.710259258747100830E-01 3.562288358807563782E-02
 2.710857391357421875E-01 3.562778979539871216E-02
 2.711455225944519043E-01 3.563269227743148804E-02
 2.712053358554840088E-01 3.563759848475456238E-02
 2.712651193141937256E-01 3.564249724149703979E-02
 2.713249325752258301E-01 3.564739972352981567E-02
 2.713847160339355469E-01 3.565229848027229309E-02
 2.714445292949676514E-01 3.565719723701477051E-02
 2.715043127536773682E-01 3.566209226846694946E-02
 2.715641260147094727E-01 3.566698729991912842E-02
 2.716239094734191895E-01 3.567188233137130737E-02
 2.716837227344512939E-01 3.567677363753318787E-02
 2.717435359954833984E-01 3.568166494369506836E-02
 2.718033194541931152E-01 3.568655624985694885E-02
 2.718631327152252197E-01 3.569144383072853088E-02
 2.719229161739349365E-01 3.569633141160011292E-02
 2.719827294349670410E-01 3.570121899247169495E-02
 2.720425128936767578E-01 3.570610284805297852E-02
 2.721023261547088623E-01 3.571098670363426208E-02
 2.721621394157409668E-01 3.571587055921554565E-02
 2.722219228744506836E-01 3.572075068950653076E-02
 2.722817361354827881E-01 3.572563081979751587E-02
 2.723415195941925049E-01 3.573050722479820251E-02
 2.724013328552246094E-01 3.573538735508918762E-02
 2.724611461162567139E-01 3.574026003479957581E-02
 2.725209295749664307E-01 3.574513643980026245E-02
 2.725807428359985352E-01 3.575000911951065063E-02
 2.726405262947082520E-01 3.575488179922103882E-02
 2.727003395557403564E-01 3.575975447893142700E-02
 2.727601528167724609E-01 3.576462343335151672E-02
 2.728199362754821777E-01 3.576949238777160645E-02
 2.728797495365142822E-01 3.577435761690139771E-02
 2.729395627975463867E-01 3.577922284603118896E-02
 2.729993462562561035E-01 3.578408807516098022E-02
 2.730591595172882080E-01 3.578894957900047302E-02
 2.731189727783203125E-01 3.579381480813026428E-02
 2.731787562370300293E-01 3.579867258667945862E-02
 2.732385694980621338E-01 3.580353409051895142E-02
 2.732983529567718506E-01 3.580839186906814575E-02
 2.733581662178039551E-01 3.581324964761734009E-02
 2.734179794788360596E-01 3.581810370087623596E-02
 2.734777629375457764E-01 3.582295775413513184E-02
 2.735375761985778809E-01 3.582781180739402771E-02
 2.735973894596099854E-01 3.583266213536262512E-02
 2.736571729183197021E-01 3.583751246333122253E-02
 2.737169861793518066E-01 3.584236279129981995E-02
 2.737767994403839111E-01 3.584720939397811890E-02
 2.738366127014160156E-01 3.585205599665641785E-02
 2.738963961601257324E-01 3.585690259933471680E-02
 2.739562094211578369E-01 3.586174547672271729E-02
 2.740160226821899414E-01 3.586658835411071777E-02
 2.740758061408996582E-01 3.587142750620841980E-02
 2.741356194019317627E-01 3.587627038359642029E-02
 2.741954326629638672E-01 3.588110953569412231E-02
 2.742552161216735840E-01 3.588594496250152588E-02
 2.743150293827056885E-01 3.589078038930892944E-02
 2.743748426437377930E-01 3.589561581611633301E-02
 2.744346559047698975E-01 3.590045124292373657E-02
 2.744944393634796143E-01 3.590528294444084167E-02
 2.745542526245117188E-01 3.591011464595794678E-02
 2.746140658855438232E-01 3.591494262218475342E-02
 2.746738791465759277E-01 3.591977432370185852E-02
 2.747336626052856445E-01 3.592459857463836670E-02
 2.747934758663177490E-01 3.592942655086517334E-02
 2.748532891273498535E-01 3.593425080180168152E-02
 2.749131023883819580E-01 3.593907505273818970E-02
 2.749728858470916748E-01 3.594389557838439941E-02
 2.750326991081237793E-01 3.594871610403060913E-02
 2.750925123691558838E-01 3.595353662967681885E-02
 2.751523256301879883E-01 3.595835343003273010E-02
 2.752121090888977051E-01 3.596317395567893982E-02
 2.752719223499298096E-01 3.596798703074455261E-02
 2.753317356109619141E-01 3.597280383110046387E-02
 2.753915488719940186E-01 3.597761690616607666E-02
 2.754513323307037354E-01 3.598242625594139099E-02
 2.755111455917358398E-01 3.598723933100700378E-02
 2.755709588527679443E-01 3.599204868078231812E-02
 2.756307721138000488E-01 3.599685430526733398E-02
 2.756905853748321533E-01 3.600166365504264832E-02
 2.757503688335418701E-01 3.600646927952766418E-02
 2.758101820945739746E-01 3.601127117872238159E-02
 2.758699953556060791E-01 3.601607680320739746E-02
 2.759298086166381836E-01 3.602087497711181641E-02
 2.759896218776702881E-01 3.602567687630653381E-02
 2.760494053363800049E-01 3.603047505021095276E-02
 2.761092185974121094E-01 3.603527322411537170E-02
 2.761690318584442139E-01 3.604007139801979065E-02
 2.762288451194763184E-01 3.604486584663391113E-02
 2.762886583805084229E-01 3.604966029524803162E-02
 2.763484716415405273E-01 3.605445101857185364E-02
 2.764082551002502441E-01 3.605924546718597412E-02
 2.764680683612823486E-01 3.606403246521949768E-02
 2.765278816223144531E-01 3.606882318854331970E-02
 2.765876948833465576E-01 3.607361018657684326E-02
 2.766475081443786621E-01 3.607839718461036682E-02
 2.767073214054107666E-01 3.608318045735359192E-02
 2.767671048641204834E-01 3.608796745538711548E-02
 2.768269181251525879E-01 3.609274700284004211E-02
 2.768867313861846924E-01 3.609753027558326721E-02
 2.769465446472167969E-01 3.610230982303619385E-02
 2.770063579082489014E-01 3.610708937048912048E-02
 2.770661711692810059E-01 3.611186519265174866E-02
 2.771259844303131104E-01 3.611664101481437683E-02
 2.771857976913452148E-01 3.612141683697700500E-02
 2.772455811500549316E-01 3.612618893384933472E-02
 2.773053944110870361E-01 3.613096103072166443E-02
 2.773652076721191406E-01 3.613573312759399414E-02
 2.774250209331512451E-01 3.614050149917602539E-02
 2.774848341941833496E-01 3.614526987075805664E-02
 2.775446474552154541E-01 3.615003824234008789E-02
 2.776044607162475586E-01 3.615480288863182068E-02
 2.776642739772796631E-01 3.615956753492355347E-02
 2.777240872383117676E-01 3.616433218121528625E-02
 2.777839004993438721E-01 3.616909310221672058E-02
 2.778436839580535889E-01 3.617385402321815491E-02
 2.779034972190856934E-01 3.617861121892929077E-02
 2.779633104801177979E-01 3.618337213993072510E-02
 2.780231237411499023E-01 3.618812933564186096E-02
 2.780829370021820068E-01 3.619288280606269836E-02
 2.781427502632141113E-01 3.619763627648353577E-02
 2.782025635242462158E-01 3.620238974690437317E-02
 2.782623767852783203E-01 3.620714321732521057E-02
 2.783221900463104248E-01 3.621189296245574951E-02
 2.783820033073425293E-01 3.621664270758628845E-02
 2.784418165683746338E-01 3.622138872742652893E-02
 2.785016298294067383E-01 3.622613474726676941E-02
 2.785614430904388428E-01 3.623088076710700989E-02
 2.786212563514709473E-01 3.623562678694725037E-02
 2.786810696125030518E-01 3.624036908149719238E-02
 2.787408828735351562E-01 3.624511137604713440E-02
 2.788006961345672607E-01 3.624984994530677795E-02
 2.788605093955993652E-01 3.625458851456642151E-02
 2.789203226566314697E-01 3.625932708382606506E-02
 2.789801359176635742E-01 3.626406192779541016E-02
 2.790399491786956787E-01 3.626879677176475525E-02
 2.790997624397277832E-01 3.627353161573410034E-02
 2.791595757007598877E-01 3.627826273441314697E-02
 2.792193889617919922E-01 3.628299385309219360E-02
 2.792792022228240967E-01 3.628772497177124023E-02
 2.793390154838562012E-01 3.629245236515998840E-02
 2.793988287448883057E-01 3.629717975854873657E-02
 2.794586420059204102E-01 3.630190715193748474E-02
 2.795184552669525146E-01 3.630663082003593445E-02
 2.795782685279846191E-01 3.631135448813438416E-02
 2.796380817890167236E-01 3.631607815623283386E-02
 2.796978950500488281E-01 3.632079809904098511E-02
 2.797577083110809326E-01 3.632551804184913635E-02
 2.798175215721130371E-01 3.633023798465728760E-02
 2.798773348331451416E-01 3.633495420217514038E-02
 2.799371480941772461E-01 3.633967041969299316E-02
 2.799969613552093506E-01 3.634438291192054749E-02
 2.800567746162414551E-01 3.634909540414810181E-02
 2.801165878772735596E-01 3.635380789637565613E-02
 2.801764011383056641E-01 3.635852038860321045E-02
 2.802362143993377686E-01 3.636322915554046631E-02
 2.802960276603698730E-01 3.636793792247772217E-02
 2.803558409214019775E-01 3.637264296412467957E-02
 2.804156541824340820E-01 3.637734800577163696E-02
 2.804754674434661865E-01 3.638205304741859436E-02
 2.805352807044982910E-01 3.638675808906555176E-02
 2.805950939655303955E-01 3.639145940542221069E-02
 2.806549072265625000E-01 3.639616072177886963E-02
 2.807147502899169922E-01 3.640085831284523010E-02
 2.807745635509490967E-01 3.640555590391159058E-02
 2.808343768119812012E-01 3.641025349497795105E-02
 2.808941900730133057E-01 3.641494736075401306E-02
 2.809540033340454102E-01 3.641964122653007507E-02
 2.810138165950775146E-01 3.642433509230613708E-02
 2.810736298561096191E-01 3.642902523279190063E-02
 2.811334431171417236E-01 3.643371537327766418E-02
 2.811932563781738281E-01 3.643840551376342773E-02
 2.812530696392059326E-01 3.644309192895889282E-02
 2.813129127025604248E-01 3.644777834415435791E-02
 2.813727259635925293E-01 3.645246475934982300E-02
 2.814325392246246338E-01 3.645714744925498962E-02
 2.814923524856567383E-01 3.646183013916015625E-02
 2.815521657466888428E-01 3.646651282906532288E-02
 2.816119790077209473E-01 3.647119179368019104E-02
 2.816717922687530518E-01 3.647587075829505920E-02
 2.817316055297851562E-01 3.648054599761962891E-02
 2.817914485931396484E-01 3.648522496223449707E-02
 2.818512618541717529E-01 3.648990020155906677E-02
 2.819110751152038574E-01 3.649457171559333801E-02
 2.819708883762359619E-01 3.649924322962760925E-02
 2.820307016372680664E-01 3.650391474366188049E-02
 2.820905148983001709E-01 3.650858625769615173E-02
 2.821503579616546631E-01 3.651325404644012451E-02
 2.822101712226867676E-01 3.651792183518409729E-02
 2.822699844837188721E-01 3.652258589863777161E-02
 2.823297977447509766E-01 3.652724996209144592E-02
 2.823896110057830811E-01 3.653191402554512024E-02
 2.824494242668151855E-01 3.653657436370849609E-02
 2.825092673301696777E-01 3.654123470187187195E-02
 2.825690805912017822E-01 3.654589504003524780E-02
 2.826288938522338867E-01 3.655055537819862366E-02
 2.826887071132659912E-01 3.655521199107170105E-02
 2.827485203742980957E-01 3.655986487865447998E-02
 2.828083634376525879E-01 3.656452149152755737E-02
 2.828681766986846924E-01 3.656917437911033630E-02
 2.829279899597167969E-01 3.657382726669311523E-02
 2.829878032207489014E-01 3.657847642898559570E-02
 2.830476164817810059E-01 3.658312559127807617E-02
 2.831074595451354980E-01 3.658777475357055664E-02
 2.831672728061676025E-01 3.659242019057273865E-02
 2.832270860671997070E-01 3.659706562757492065E-02
 2.832868993282318115E-01 3.660170733928680420E-02
 2.833467423915863037E-01 3.660635277628898621E-02
 2.834065556526184082E-01 3.661099448800086975E-02
 2.834663689136505127E-01 3.661563247442245483E-02
 2.835261821746826172E-01 3.662027046084403992E-02
 2.835859954357147217E-01 3.662490844726562500E-02
 2.836458384990692139E-01 3.662954643368721008E-02
 2.837056517601013184E-01 3.663418069481849670E-02
 2.837654650211334229E-01 3.663881495594978333E-02
 2.838252782821655273E-01 3.664344921708106995E-02
 2.838851213455200195E-01 3.664807975292205811E-02
 2.839449346065521240E-01 3.665271028876304626E-02
 2.840047478675842285E-01 3.665733709931373596E-02
 2.840645909309387207E-01 3.666196390986442566E-02
 2.841244041919708252E-01 3.666659072041511536E-02
 2.841842174530029297E-01 3.667121380567550659E-02
 2.842440307140350342E-01 3.667584061622619629E-02
 2.843038737773895264E-01 3.668045997619628906E-02
 2.843636870384216309E-01 3.668508306145668030E-02
 2.844235002994537354E-01 3.668970242142677307E-02
 2.844833433628082275E-01 3.669432178139686584E-02
 2.845431566238403320E-01 3.669893741607666016E-02
 2.846029698848724365E-01 3.670355305075645447E-02
 2.846627831459045410E-01 3.670816868543624878E-02
 2.847226262092590332E-01 3.671278059482574463E-02
 2.847824394702911377E-01 3.671739250421524048E-02
 2.848422527313232422E-01 3.672200441360473633E-02
 2.849020957946777344E-01 3.672661259770393372E-02
 2.849619090557098389E-01 3.673122078180313110E-02
 2.850217223167419434E-01 3.673582896590232849E-02
 2.850815653800964355E-01 3.674043342471122742E-02
 2.851413786411285400E-01 3.674503788352012634E-02
 2.852011919021606445E-01 3.674964234232902527E-02
 2.852610349655151367E-01 3.675424307584762573E-02
 2.853208482265472412E-01 3.675884380936622620E-02
 2.853806614875793457E-01 3.676344081759452820E-02
 2.854405045509338379E-01 3.676804155111312866E-02
 2.855003178119659424E-01 3.677263855934143066E-02
 2.855601310729980469E-01 3.677723184227943420E-02
 2.856199741363525391E-01 3.678182512521743774E-02
 2.856797873973846436E-01 3.678641840815544128E-02
 2.857396006584167480E-01 3.679101169109344482E-02
 2.857994437217712402E-01 3.679560124874114990E-02
 2.858592569828033447E-01 3.680019080638885498E-02
 2.859191000461578369E-01 3.680477663874626160E-02
 2.859789133071899414E-01 3.680936247110366821E-02
 2.860387265682220459E-01 3.681394830346107483E-02
 2.860985696315765381E-01 3.681853413581848145E-02
 2.861583828926086426E-01 3.682311624288558960E-02
 2.862181961536407471E-01 3.682769462466239929E-02
 2.862780392169952393E-01 3.683227673172950745E-02
 2.863378524780273438E-01 3.683685511350631714E-02
 2.863976955413818359E-01 3.684143349528312683E-02
 2.864575088024139404E-01 3.684600815176963806E-02
 2.865173220634460449E-01 3.685058280825614929E-02
 2.865771651268005371E-01 3.685515746474266052E-02
 2.866369783878326416E-01 3.685972839593887329E-02
 2.866968214511871338E-01 3.686429932713508606E-02
 2.867566347122192383E-01 3.686887025833129883E-02
 2.868164777755737305E-01 3.687343746423721313E-02
 2.868762910366058350E-01 3.687800467014312744E-02
 2.869361042976379395E-01 3.688257187604904175E-02
 2.869959473609924316E-01 3.688713535666465759E-02
 2.870557606220245361E-01 3.689169883728027344E-02
 2.871156036853790283E-01 3.689626231789588928E-02
 2.871754169464111328E-01 3.690082207322120667E-02
 2.872352600097656250E-01 3.690538182854652405E-02
 2.872950732707977295E-01 3.690993785858154297E-02
 2.873548865318298340E-01 3.691449761390686035E-02
 2.874147295951843262E-01 3.691904991865158081E-02
 2.874745428562164307E-01 3.692360594868659973E-02
 2.875343859195709229E-01 3.692815825343132019E-02
 2.875941991806030273E-01 3.693271055817604065E-02
 2.876540422439575195E-01 3.693726286292076111E-02
 2.877138555049896240E-01 3.694181144237518311E-02
 2.877736985683441162E-01 3.694636002182960510E-02
 2.878335118293762207E-01 3.695090487599372864E-02
 2.878933548927307129E-01 3.695544973015785217E-02
 2.879531681537628174E-01 3.695999458432197571E-02
 2.880130112171173096E-01 3.696453571319580078E-02
 2.880728244781494141E-01 3.696907684206962585E-02
 2.881326675415039062E-01 3.697361797094345093E-02
 2.881924808025360107E-01 3.697815909981727600E-02
 2.882523238658905029E-01 3.698269650340080261E-02
 2.883121371269226074E-01 3.698723018169403076E-02
 2.883719801902770996E-01 3.699176758527755737E-02
 2.884317934513092041E-01 3.699630126357078552E-02
 2.884916365146636963E-01 3.700083121657371521E-02
 2.885514497756958008E-01 3.700536489486694336E-02
 2.886112928390502930E-01 3.700989484786987305E-02
 2.886711061000823975E-01 3.701442107558250427E-02
 2.887309491634368896E-01 3.701895102858543396E-02
 2.887907624244689941E-01 3.702347725629806519E-02
 2.888506054878234863E-01 3.702799975872039795E-02
 2.889104187488555908E-01 3.703252598643302917E-02
 2.889702618122100830E-01 3.703704848885536194E-02
 2.890300750732421875E-01 3.704156726598739624E-02
 2.890899181365966797E-01 3.704608604311943054E-02
 2.891497611999511719E-01 3.705060482025146484E-02
 2.892095744609832764E-01 3.705512359738349915E-02
 2.892694175243377686E-01 3.705963864922523499E-02
 2.893292307853698730E-01 3.706415370106697083E-02
 2.893890738487243652E-01 3.706866875290870667E-02
 2.894488871097564697E-01 3.707318007946014404E-02
 2.895087301731109619E-01 3.707769140601158142E-02
 2.895685434341430664E-01 3.708219900727272034E-02
 2.896283864974975586E-01 3.708670660853385925E-02
 2.896882295608520508E-01 3.709121420979499817E-02
 2.897480428218841553E-01 3.709571808576583862E-02
 2.898078858852386475E-01 3.710022568702697754E-02
 2.898676991462707520E-01 3.710472583770751953E-02
 2.899275422096252441E-01 3.710922971367835999E-02
 2.899873852729797363E-01 3.711372986435890198E-02
 2.900471985340118408E-01 3.711823001503944397E-02
 2.901070415973663330E-01 3.712272644042968750E-02
 2.901668548583984375E-01 3.712722286581993103E-02
 2.902266979217529297E-01 3.713171929121017456E-02
 2.902865409851074219E-01 3.713621199131011963E-02
 2.903463542461395264E-01 3.714070469141006470E-02
 2.904061973094940186E-01 3.714519739151000977E-02
 2.904660105705261230E-01 3.714968636631965637E-02
 2.905258536338806152E-01 3.715417534112930298E-02
 2.905856966972351074E-01 3.715866431593894958E-02
 2.906455099582672119E-01 3.716314956545829773E-02
 2.907053530216217041E-01 3.716763481497764587E-02
 2.907651960849761963E-01 3.717212006449699402E-02
 2.908250093460083008E-01 3.717660158872604370E-02
 2.908848524093627930E-01 3.718108311295509338E-02
 2.909446656703948975E-01 3.718556091189384460E-02
 2.910045087337493896E-01 3.719004243612289429E-02
 2.910643517971038818E-01 3.719452023506164551E-02
 2.911241650581359863E-01 3.719899430871009827E-02
 2.911840081214904785E-01 3.720346838235855103E-02
 2.912438511848449707E-01 3.720794245600700378E-02
 2.913036644458770752E-01 3.721241652965545654E-02
 2.913635075092315674E-01 3.721688687801361084E-02
 2.914233505725860596E-01 3.722135722637176514E-02
 2.914831638336181641E-01 3.722582384943962097E-02
 2.915430068969726562E-01 3.723029047250747681E-02
 2.916028499603271484E-01 3.723475709557533264E-02
 2.916626632213592529E-01 3.723921999335289001E-02
 2.917225062847137451E-01 3.724368661642074585E-02
 2.917823493480682373E-01 3.724814578890800476E-02
 2.918421924114227295E-01 3.725260868668556213E-02
 2.919020056724548340E-01 3.725706785917282104E-02
 2.919618487358093262E-01 3.726152703166007996E-02
 2.920216917991638184E-01 3.726598247885704041E-02
 2.920815050601959229E-01 3.727043792605400085E-02
 2.921413481235504150E-01 3.727489337325096130E-02
 2.922011911869049072E-01 3.727934509515762329E-02
 2.922610342502593994E-01 3.728379681706428528E-02
 2.923208475112915039E-01 3.728824853897094727E-02
 2.923806905746459961E-01 3.729269653558731079E-02
 2.924405336380004883E-01 3.729714453220367432E-02
 2.925003468990325928E-01 3.730159252882003784E-02
 2.925601899623870850E-01 3.730603680014610291E-02
 2.926200330257415771E-01 3.731048107147216797E-02
 2.926798760890960693E-01 3.731492161750793457E-02
 2.927396893501281738E-01 3.731936588883399963E-02
 2.927995324134826660E-01 3.732380643486976624E-02
 2.928593754768371582E-01 3.732824325561523438E-02
 2.929192185401916504E-01 3.733268007636070251E-02
 2.929790318012237549E-01 3.733711689710617065E-02
 2.930388748645782471E-01 3.734155371785163879E-02
 2.930987179279327393E-01 3.734598681330680847E-02
 2.931585609912872314E-01 3.735041990876197815E-02
 2.932183742523193359E-01 3.735484927892684937E-02
 2.932782173156738281E-01 3.735928237438201904E-02
 2.933380603790283203E-01 3.736370801925659180E-02
 2.933979034423828125E-01 3.736813738942146301E-02
 2.934577465057373047E-01 3.737256303429603577E-02
 2.935175597667694092E-01 3.737698867917060852E-02
 2.935774028301239014E-01 3.738141059875488281E-02
 2.936372458934783936E-01 3.738583251833915710E-02
 2.936970889568328857E-01 3.739025443792343140E-02
 2.937569022178649902E-01 3.739467263221740723E-02
 2.938167452812194824E-01 3.739909082651138306E-02
 2.938765883445739746E-01 3.740350902080535889E-02
 2.939364314079284668E-01 3.740792721509933472E-02
 2.939962744712829590E-01 3.741234168410301208E-02
 2.940560877323150635E-01 3.741675242781639099E-02
 2.941159307956695557E-01 3.742116689682006836E-02
 2.941757738590240479E-01 3.742557764053344727E-02
 2.942356169223785400E-01 3.742998465895652771E-02
 2.942954599857330322E-01 3.743439540266990662E-02
 2.943553030490875244E-01 3.743879869580268860E-02
 2.944151163101196289E-01 3.744320571422576904E-02
 2.944749593734741211E-01 3.744760900735855103E-02
 2.945348024368286133E-01 3.745201230049133301E-02
 2.945946455001831055E-01 3.745641559362411499E-02
 2.946544885635375977E-01 3.746081516146659851E-02
 2.947143316268920898E-01 3.746521472930908203E-02
 2.947741448879241943E-01 3.746961429715156555E-02
 2.948339879512786865E-01 3.747401013970375061E-02
 2.948938310146331787E-01 3.747840598225593567E-02
 2.949536740779876709E-01 3.748279809951782227E-02
 2.950135171413421631E-01 3.748719021677970886E-02
 2.950733602046966553E-01 3.749158233404159546E-02
 2.951332032680511475E-01 3.749597445130348206E-02
 2.951930463314056396E-01 3.750036284327507019E-02
 2.952528595924377441E-01 3.750475123524665833E-02
 2.953127026557922363E-01 3.750913590192794800E-02
 2.953725457191467285E-01 3.751352056860923767E-02
 2.954323887825012207E-01 3.751790523529052734E-02
 2.954922318458557129E-01 3.752228617668151855E-02
 2.955520749092102051E-01 3.752666711807250977E-02
 2.956119179725646973E-01 3.753104805946350098E-02
 2.956717610359191895E-01 3.753542900085449219E-02
 2.957316040992736816E-01 3.753980621695518494E-02
 2.957914173603057861E-01 3.754417970776557922E-02
 2.958512604236602783E-01 3.754855692386627197E-02
 2.959111034870147705E-01 3.755293041467666626E-02
 2.959709465503692627E-01 3.755730018019676208E-02
 2.960307896137237549E-01 3.756167367100715637E-02
 2.960906326770782471E-01 3.756604343652725220E-02
 2.961504757404327393E-01 3.757040947675704956E-02
 2.962103188037872314E-01 3.757477924227714539E-02
 2.962701618671417236E-01 3.757914528250694275E-02
 2.963300049304962158E-01 3.758350759744644165E-02
 2.963898479938507080E-01 3.758786991238594055E-02
 2.964496910572052002E-01 3.759223222732543945E-02
 2.965095341205596924E-01 3.759659454226493835E-02
 2.965693473815917969E-01 3.760095313191413879E-02
 2.966291904449462891E-01 3.760531172156333923E-02
 2.966890335083007812E-01 3.760967031121253967E-02
 2.967488765716552734E-01 3.761402517557144165E-02
 2.968087196350097656E-01 3.761838003993034363E-02
 2.968685626983642578E-01 3.762273117899894714E-02
 2.969284057617187500E-01 3.762708231806755066E-02
 2.969882488250732422E-01 3.763143345713615417E-02
 2.970480918884277344E-01 3.763578459620475769E-02
 2.971079349517822266E-01 3.764013200998306274E-02
 2.971677780151367188E-01 3.764447569847106934E-02
 2.972276210784912109E-01 3.764882311224937439E-02
 2.972874641418457031E-01 3.765316680073738098E-02
 2.973473072052001953E-01 3.765751048922538757E-02
 2.974071502685546875E-01 3.766185045242309570E-02
 2.974669933319091797E-01 3.766619041562080383E-02
 2.975268363952636719E-01 3.767053037881851196E-02
 2.975866794586181641E-01 3.767486661672592163E-02
 2.976465225219726562E-01 3.767920285463333130E-02
 2.977063655853271484E-01 3.768353909254074097E-02
 2.977662086486816406E-01 3.768787160515785217E-02
 2.978260517120361328E-01 3.769220411777496338E-02
 2.978858947753906250E-01 3.769653663039207458E-02
 2.979457378387451172E-01 3.770086541771888733E-02
 2.980055809020996094E-01 3.770519420504570007E-02
 2.980654239654541016E-01 3.770952299237251282E-02
 2.981252670288085938E-01 3.771384805440902710E-02
 2.981851100921630859E-01 3.771817311644554138E-02
 2.982449531555175781E-01 3.772249817848205566E-02
 2.983047962188720703E-01 3.772681951522827148E-02
 2.983646392822265625E-01 3.773114085197448730E-02
 2.984244823455810547E-01 3.773545846343040466E-02
 2.984843254089355469E-01 3.773977980017662048E-02
 2.985441684722900391E-01 3.774409741163253784E-02
 2.986040115356445312E-01 3.774841129779815674E-02
 2.986638844013214111E-01 3.775272518396377563E-02
 2.987237274646759033E-01 3.775703907012939453E-02
 2.987835705280303955E-01 3.776135295629501343E-02
 2.988434135913848877E-01 3.776566311717033386E-02
 2.989032566547393799E-01 3.776997327804565430E-02
 2.989630997180938721E-01 3.777427971363067627E-02
 2.990229427814483643E-01 3.777858614921569824E-02
 2.990827858448028564E-01 3.778289258480072021E-02
 2.991426289081573486E-01 3.778719529509544373E-02
 2.992024719715118408E-01 3.779149800539016724E-02
 2.992623150348663330E-01 3.779580071568489075E-02
 2.993221580982208252E-01 3.780010342597961426E-02
 2.993820011615753174E-01 3.780440241098403931E-02
 2.994418442249298096E-01 3.780869767069816589E-02
 2.995017170906066895E-01 3.781299665570259094E-02
 2.995615601539611816E-01 3.781729191541671753E-02
 2.996214032173156738E-01 3.782158344984054565E-02
 2.996812462806701660E-01 3.782587870955467224E-02
 2.997410893440246582E-01 3.783017024397850037E-02
 2.998009324073791504E-01 3.783445805311203003E-02
 2.998607754707336426E-01 3.783874958753585815E-02
 2.999206185340881348E-01 3.784303739666938782E-02
 2.999804615974426270E-01 3.784732148051261902E-02
 3.000403344631195068E-01 3.785160556435585022E-02
 3.001001775264739990E-01 3.785588964819908142E-02
 3.001600205898284912E-01 3.786017373204231262E-02
 3.002198636531829834E-01 3.786445409059524536E-02
 3.002797067165374756E-01 3.786873444914817810E-02
 3.003395497798919678E-01 3.787301480770111084E-02
 3.003993928432464600E-01 3.787729144096374512E-02
 3.004592657089233398E-01 3.788156807422637939E-02
 3.005191087722778320E-01 3.788584098219871521E-02
 3.005789518356323242E-01 3.789011389017105103E-02
 3.006387948989868164E-01 3.789438679814338684E-02
 3.006986379623413086E-01 3.789865970611572266E-02
 3.007584810256958008E-01 3.790292888879776001E-02
 3.008183538913726807E-01 3.790719434618949890E-02
 3.008781969547271729E-01 3.791146352887153625E-02
 3.009380400180816650E-01 3.791572898626327515E-02
 3.009978830814361572E-01 3.791999444365501404E-02
 3.010577261447906494E-01 3.792425617575645447E-02
 3.011175692081451416E-01 3.792851790785789490E-02
 3.011774420738220215E-01 3.793277963995933533E-02
 3.012372851371765137E-01 3.793703764677047729E-02
 3.012971282005310059E-01 3.794129565358161926E-02
 3.013569712638854980E-01 3.794555366039276123E-02
 3.014168143272399902E-01 3.794980794191360474E-02
 3.014766871929168701E-01 3.795406222343444824E-02
 3.015365302562713623E-01 3.795831650495529175E-02
 3.015963733196258545E-01 3.796256706118583679E-02
 3.016562163829803467E-01 3.796681761741638184E-02
 3.017160594463348389E-01 3.797106817364692688E-02
 3.017759323120117188E-01 3.797531500458717346E-02
 3.018357753753662109E-01 3.797956183552742004E-02
 3.018956184387207031E-01 3.798380866646766663E-02
 3.019554615020751953E-01 3.798805177211761475E-02
 3.020153045654296875E-01 3.799229487776756287E-02
 3.020751774311065674E-01 3.799653798341751099E-02
 3.021350204944610596E-01 3.800077736377716064E-02
 3.021948635578155518E-01 3.800501674413681030E-02
 3.022547066211700439E-01 3.800925239920616150E-02
