TITLE     = ""
VARIABLES = "x [m]"
"r [m]"
ZONE T="Ogive Surface"
 STRANDID=0, SOLUTIONTIME=0
 I=8000, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.493528634309768677E-01 2.295947261154651642E-02
 1.494123935699462891E-01 2.296698465943336487E-02
 1.494719237089157104E-01 2.297449670732021332E-02
 1.495314538478851318E-01 2.298200689256191254E-02
 1.495909839868545532E-01 2.298951521515846252E-02
 1.496505141258239746E-01 2.299702353775501251E-02
 1.497100442647933960E-01 2.300452813506126404E-02
 1.497695595026016235E-01 2.301203273236751556E-02
 1.498290896415710449E-01 2.301953732967376709E-02
 1.498886197805404663E-01 2.302704006433486938E-02
 1.499481499195098877E-01 2.303454093635082245E-02
 1.500076800584793091E-01 2.304203994572162628E-02
 1.500672101974487305E-01 2.304953895509243011E-02
 1.501267403364181519E-01 2.305703610181808472E-02
 1.501862704753875732E-01 2.306453138589859009E-02
 1.502458006143569946E-01 2.307202666997909546E-02
 1.503053307533264160E-01 2.307952009141445160E-02
 1.503648608922958374E-01 2.308701165020465851E-02
 1.504243910312652588E-01 2.309450320899486542E-02
 1.504839211702346802E-01 2.310199290513992310E-02
 1.505434513092041016E-01 2.310948073863983154E-02
 1.506029814481735229E-01 2.311696670949459076E-02
 1.506625115871429443E-01 2.312445268034934998E-02
 1.507220417261123657E-01 2.313193678855895996E-02
 1.507815867662429810E-01 2.313942089676856995E-02
 1.508411169052124023E-01 2.314690314233303070E-02
 1.509006470441818237E-01 2.315438352525234222E-02
 1.509601771831512451E-01 2.316186204552650452E-02
 1.510197073221206665E-01 2.316934056580066681E-02
 1.510792374610900879E-01 2.317681722342967987E-02
 1.511387676000595093E-01 2.318429201841354370E-02
 1.511983126401901245E-01 2.319176681339740753E-02
 1.512578427791595459E-01 2.319923974573612213E-02
 1.513173729181289673E-01 2.320671081542968750E-02
 1.513769030570983887E-01 2.321418188512325287E-02
 1.514364331960678101E-01 2.322165109217166901E-02
 1.514959782361984253E-01 2.322911843657493591E-02
 1.515555083751678467E-01 2.323658578097820282E-02
 1.516150385141372681E-01 2.324405126273632050E-02
 1.516745686531066895E-01 2.325151488184928894E-02
 1.517341136932373047E-01 2.325897663831710815E-02
 1.517936438322067261E-01 2.326643839478492737E-02
 1.518531739711761475E-01 2.327389828860759735E-02
 1.519127041101455688E-01 2.328135818243026733E-02
 1.519722491502761841E-01 2.328881621360778809E-02
 1.520317792892456055E-01 2.329627238214015961E-02
 1.520913094282150269E-01 2.330372668802738190E-02
 1.521508544683456421E-01 2.331118099391460419E-02
 1.522103846073150635E-01 2.331863343715667725E-02
 1.522699147462844849E-01 2.332608401775360107E-02
 1.523294597864151001E-01 2.333353459835052490E-02
 1.523889899253845215E-01 2.334098331630229950E-02
 1.524485349655151367E-01 2.334843017160892487E-02
 1.525080651044845581E-01 2.335587702691555023E-02
 1.525675952434539795E-01 2.336332201957702637E-02
 1.526271402835845947E-01 2.337076514959335327E-02
 1.526866704225540161E-01 2.337820827960968018E-02
 1.527462154626846313E-01 2.338564954698085785E-02
 1.528057456016540527E-01 2.339308895170688629E-02
 1.528652906417846680E-01 2.340052649378776550E-02
 1.529248207807540894E-01 2.340796403586864471E-02
 1.529843658208847046E-01 2.341539971530437469E-02
 1.530438959598541260E-01 2.342283539474010468E-02
 1.531034409999847412E-01 2.343026921153068542E-02
 1.531629711389541626E-01 2.343770116567611694E-02
 1.532225161790847778E-01 2.344513125717639923E-02
 1.532820463180541992E-01 2.345256134867668152E-02
 1.533415913581848145E-01 2.345998957753181458E-02
 1.534011214971542358E-01 2.346741594374179840E-02
 1.534606665372848511E-01 2.347484230995178223E-02
 1.535201966762542725E-01 2.348226681351661682E-02
 1.535797417163848877E-01 2.348968945443630219E-02
 1.536392867565155029E-01 2.349711209535598755E-02
 1.536988168954849243E-01 2.350453287363052368E-02
 1.537583619356155396E-01 2.351195178925991058E-02
 1.538179069757461548E-01 2.351936884224414825E-02
 1.538774371147155762E-01 2.352678589522838593E-02
 1.539369821548461914E-01 2.353420108556747437E-02
 1.539965271949768066E-01 2.354161627590656281E-02
 1.540560573339462280E-01 2.354902960360050201E-02
 1.541156023740768433E-01 2.355644106864929199E-02
 1.541751474142074585E-01 2.356385067105293274E-02
 1.542346775531768799E-01 2.357126027345657349E-02
 1.542942225933074951E-01 2.357866801321506500E-02
 1.543537676334381104E-01 2.358607575297355652E-02
 1.544133126735687256E-01 2.359347976744174957E-02
 1.544728428125381470E-01 2.360088378190994263E-02
 1.545323878526687622E-01 2.360828779637813568E-02
 1.545919328927993774E-01 2.361568808555603027E-02
 1.546514779329299927E-01 2.362308837473392487E-02
 1.547110080718994141E-01 2.363048866391181946E-02
 1.547705531120300293E-01 2.363788522779941559E-02
 1.548300981521606445E-01 2.364528179168701172E-02
 1.548896431922912598E-01 2.365267649292945862E-02
 1.549491882324218750E-01 2.366007119417190552E-02
 1.550087332725524902E-01 2.366746403276920319E-02
 1.550682634115219116E-01 2.367485500872135162E-02
 1.551278084516525269E-01 2.368224412202835083E-02
 1.551873534917831421E-01 2.368963323533535004E-02
 1.552468985319137573E-01 2.369702048599720001E-02
 1.553064435720443726E-01 2.370440773665904999E-02
 1.553659886121749878E-01 2.371179126203060150E-02
 1.554255336523056030E-01 2.371917665004730225E-02
 1.554850786924362183E-01 2.372655831277370453E-02
 1.555446237325668335E-01 2.373393997550010681E-02
 1.556041687726974487E-01 2.374131977558135986E-02
 1.556637138128280640E-01 2.374869771301746368E-02
 1.557232588529586792E-01 2.375607565045356750E-02
 1.557828038930892944E-01 2.376345172524452209E-02
 1.558423489332199097E-01 2.377082593739032745E-02
 1.559018939733505249E-01 2.377819828689098358E-02
 1.559614390134811401E-01 2.378557063639163971E-02
 1.560209840536117554E-01 2.379294298589229584E-02
 1.560805290937423706E-01 2.380031161010265350E-02
 1.561400741338729858E-01 2.380768023431301117E-02
 1.561996191740036011E-01 2.381504699587821960E-02
 1.562591642141342163E-01 2.382241375744342804E-02
 1.563187092542648315E-01 2.382977679371833801E-02
 1.563782542943954468E-01 2.383713982999324799E-02
 1.564377993345260620E-01 2.384450286626815796E-02
 1.564973443746566772E-01 2.385186403989791870E-02
 1.565568894147872925E-01 2.385922335088253021E-02
 1.566164493560791016E-01 2.386658079922199249E-02
 1.566759943962097168E-01 2.387393824756145477E-02
 1.567355394363403320E-01 2.388129383325576782E-02
 1.567950844764709473E-01 2.388864755630493164E-02
 1.568546295166015625E-01 2.389600127935409546E-02
 1.569141745567321777E-01 2.390335313975811005E-02
 1.569737344980239868E-01 2.391070313751697540E-02
 1.570332795381546021E-01 2.391805127263069153E-02
 1.570928245782852173E-01 2.392539940774440765E-02
 1.571523696184158325E-01 2.393274568021297455E-02
 1.572119295597076416E-01 2.394009195268154144E-02
 1.572714745998382568E-01 2.394743636250495911E-02
 1.573310196399688721E-01 2.395477890968322754E-02
 1.573905646800994873E-01 2.396211959421634674E-02
 1.574501246213912964E-01 2.396946027874946594E-02
 1.575096696615219116E-01 2.397679910063743591E-02
 1.575692147016525269E-01 2.398413792252540588E-02
 1.576287746429443359E-01 2.399147301912307739E-02
 1.576883196830749512E-01 2.399880811572074890E-02
 1.577478647232055664E-01 2.400614321231842041E-02
 1.578074246644973755E-01 2.401347458362579346E-02
 1.578669697046279907E-01 2.402080595493316650E-02
 1.579265147447586060E-01 2.402813732624053955E-02
 1.579860746860504150E-01 2.403546497225761414E-02
 1.580456197261810303E-01 2.404279261827468872E-02
 1.581051796674728394E-01 2.405011840164661407E-02
 1.581647247076034546E-01 2.405744418501853943E-02
 1.582242697477340698E-01 2.406476810574531555E-02
 1.582838296890258789E-01 2.407209016382694244E-02
 1.583433747291564941E-01 2.407941222190856934E-02
 1.584029346704483032E-01 2.408673055469989777E-02
 1.584624797105789185E-01 2.409405075013637543E-02
 1.585220396518707275E-01 2.410136722028255463E-02
 1.585815846920013428E-01 2.410868369042873383E-02
 1.586411446332931519E-01 2.411599829792976379E-02
 1.587006896734237671E-01 2.412331104278564453E-02
 1.587602496147155762E-01 2.413062378764152527E-02
 1.588197946548461914E-01 2.413793466985225677E-02
 1.588793545961380005E-01 2.414524368941783905E-02
 1.589388996362686157E-01 2.415255270898342133E-02
 1.589984595775604248E-01 2.415985986590385437E-02
 1.590580046176910400E-01 2.416716516017913818E-02
 1.591175645589828491E-01 2.417447045445442200E-02
 1.591771245002746582E-01 2.418177388608455658E-02
 1.592366695404052734E-01 2.418907545506954193E-02
 1.592962294816970825E-01 2.419637516140937805E-02
 1.593557745218276978E-01 2.420367486774921417E-02
 1.594153344631195068E-01 2.421097271144390106E-02
 1.594748944044113159E-01 2.421827055513858795E-02
 1.595344394445419312E-01 2.422556653618812561E-02
 1.595939993858337402E-01 2.423286065459251404E-02
 1.596535593271255493E-01 2.424015291035175323E-02
 1.597131043672561646E-01 2.424744516611099243E-02
 1.597726643085479736E-01 2.425473555922508240E-02
 1.598322242498397827E-01 2.426202408969402313E-02
 1.598917692899703979E-01 2.426931262016296387E-02
 1.599513292312622070E-01 2.427659928798675537E-02
 1.600108891725540161E-01 2.428388409316539764E-02
 1.600704491138458252E-01 2.429116889834403992E-02
 1.601299941539764404E-01 2.429845184087753296E-02
 1.601895540952682495E-01 2.430573292076587677E-02
 1.602491140365600586E-01 2.431301400065422058E-02
 1.603086739778518677E-01 2.432029321789741516E-02
 1.603682339191436768E-01 2.432757057249546051E-02
 1.604277789592742920E-01 2.433484606444835663E-02
 1.604873389005661011E-01 2.434212155640125275E-02
 1.605468988418579102E-01 2.434939518570899963E-02
 1.606064587831497192E-01 2.435666881501674652E-02
 1.606660187244415283E-01 2.436394058167934418E-02
 1.607255786657333374E-01 2.437121048569679260E-02
 1.607851237058639526E-01 2.437847852706909180E-02
 1.608446836471557617E-01 2.438574656844139099E-02
 1.609042435884475708E-01 2.439301274716854095E-02
 1.609638035297393799E-01 2.440027706325054169E-02
 1.610233634710311890E-01 2.440754137933254242E-02
 1.610829234123229980E-01 2.441480383276939392E-02
 1.611424833536148071E-01 2.442206442356109619E-02
 1.612020432949066162E-01 2.442932501435279846E-02
 1.612616032361984253E-01 2.443658374249935150E-02
 1.613211631774902344E-01 2.444384060800075531E-02
 1.613807231187820435E-01 2.445109747350215912E-02
 1.614402830600738525E-01 2.445835247635841370E-02
 1.614998430013656616E-01 2.446560561656951904E-02
 1.615594029426574707E-01 2.447285689413547516E-02
 1.616189628839492798E-01 2.448010817170143127E-02
 1.616785228252410889E-01 2.448735758662223816E-02
 1.617380827665328979E-01 2.449460700154304504E-02
 1.617976427078247070E-01 2.450185269117355347E-02
 1.618572026491165161E-01 2.450909838080406189E-02
 1.619167625904083252E-01 2.451634407043457031E-02
 1.619763225317001343E-01 2.452358789741992950E-02
 1.620358824729919434E-01 2.453082986176013947E-02
 1.620954424142837524E-01 2.453806996345520020E-02
 1.621550023555755615E-01 2.454531006515026093E-02
 1.622145771980285645E-01 2.455254830420017242E-02
 1.622741371393203735E-01 2.455978468060493469E-02
 1.623336970806121826E-01 2.456701919436454773E-02
 1.623932570219039917E-01 2.457425370812416077E-02
 1.624528169631958008E-01 2.458148822188377380E-02
 1.625123769044876099E-01 2.458871901035308838E-02
 1.625719517469406128E-01 2.459594979882240295E-02
 1.626315116882324219E-01 2.460317872464656830E-02
 1.626910716295242310E-01 2.461040765047073364E-02
 1.627506315708160400E-01 2.461763285100460052E-02
 1.628101915121078491E-01 2.462485991418361664E-02
 1.628697663545608521E-01 2.463208325207233429E-02
 1.629293262958526611E-01 2.463930658996105194E-02
 1.629888862371444702E-01 2.464652806520462036E-02
 1.630484461784362793E-01 2.465374767780303955E-02
 1.631080210208892822E-01 2.466096729040145874E-02
 1.631675809621810913E-01 2.466818504035472870E-02
 1.632271409034729004E-01 2.467540092766284943E-02
 1.632867157459259033E-01 2.468261681497097015E-02
 1.633462756872177124E-01 2.468983083963394165E-02
 1.634058356285095215E-01 2.469704300165176392E-02
 1.634654104709625244E-01 2.470425516366958618E-02
 1.635249704122543335E-01 2.471146360039710999E-02
 1.635845303535461426E-01 2.471867389976978302E-02
 1.636441051959991455E-01 2.472588047385215759E-02
 1.637036651372909546E-01 2.473308704793453217E-02
 1.637632399797439575E-01 2.474029175937175751E-02
 1.638227999210357666E-01 2.474749647080898285E-02
 1.638823598623275757E-01 2.475469745695590973E-02
 1.639419347047805786E-01 2.476190030574798584E-02
 1.640014946460723877E-01 2.476909942924976349E-02
 1.640610694885253906E-01 2.477629855275154114E-02
 1.641206294298171997E-01 2.478349581360816956E-02
 1.641802042722702026E-01 2.479069121181964874E-02
 1.642397642135620117E-01 2.479788661003112793E-02
 1.642993390560150146E-01 2.480508014559745789E-02
 1.643588989973068237E-01 2.481227181851863861E-02
 1.644184738397598267E-01 2.481946349143981934E-02
 1.644780337810516357E-01 2.482665330171585083E-02
 1.645376086235046387E-01 2.483384124934673309E-02
 1.645971685647964478E-01 2.484102733433246613E-02
 1.646567434072494507E-01 2.484821341931819916E-02
 1.647163033485412598E-01 2.485539764165878296E-02
 1.647758781909942627E-01 2.486258186399936676E-02
 1.648354381322860718E-01 2.486976422369480133E-02
 1.648950129747390747E-01 2.487694472074508667E-02
 1.649545878171920776E-01 2.488412335515022278E-02
 1.650141477584838867E-01 2.489130198955535889E-02
 1.650737226009368896E-01 2.489847876131534576E-02
 1.651332825422286987E-01 2.490565553307533264E-02
 1.651928573846817017E-01 2.491282857954502106E-02
 1.652524322271347046E-01 2.492000162601470947E-02
 1.653119921684265137E-01 2.492717467248439789E-02
 1.653715670108795166E-01 2.493434399366378784E-02
 1.654311418533325195E-01 2.494151331484317780E-02
 1.654907017946243286E-01 2.494868263602256775E-02
 1.655502766370773315E-01 2.495584823191165924E-02
 1.656098514795303345E-01 2.496301382780075073E-02
 1.656694263219833374E-01 2.497017756104469299E-02
 1.657289862632751465E-01 2.497734129428863525E-02
 1.657885611057281494E-01 2.498450316488742828E-02
 1.658481359481811523E-01 2.499166317284107208E-02
 1.659077107906341553E-01 2.499882131814956665E-02
 1.659672707319259644E-01 2.500597946345806122E-02
 1.660268455743789673E-01 2.501313574612140656E-02
 1.660864204168319702E-01 2.502029202878475189E-02
 1.661459952592849731E-01 2.502744458615779877E-02
 1.662055701017379761E-01 2.503459900617599487E-02
 1.662651300430297852E-01 2.504174970090389252E-02
 1.663247048854827881E-01 2.504890039563179016E-02
 1.663842797279357910E-01 2.505604922771453857E-02
 1.664438545703887939E-01 2.506319619715213776E-02
 1.665034294128417969E-01 2.507034316658973694E-02
 1.665630042552947998E-01 2.507748641073703766E-02
 1.666225790977478027E-01 2.508463151752948761E-02
 1.666821539402008057E-01 2.509177289903163910E-02
 1.667417138814926147E-01 2.509891428053379059E-02
 1.668012887239456177E-01 2.510605379939079285E-02
 1.668608635663986206E-01 2.511319331824779510E-02
 1.669204384088516235E-01 2.512033097445964813E-02
 1.669800132513046265E-01 2.512746676802635193E-02
 1.670395880937576294E-01 2.513460069894790649E-02
 1.670991629362106323E-01 2.514173462986946106E-02
 1.671587377786636353E-01 2.514886669814586639E-02
 1.672183126211166382E-01 2.515599876642227173E-02
 1.672778874635696411E-01 2.516312710940837860E-02
 1.673374623060226440E-01 2.517025545239448547E-02
 1.673970371484756470E-01 2.517738379538059235E-02
 1.674566119909286499E-01 2.518450841307640076E-02
 1.675161868333816528E-01 2.519163303077220917E-02
 1.675757616758346558E-01 2.519875764846801758E-02
 1.676353365182876587E-01 2.520587854087352753E-02
 1.676949113607406616E-01 2.521299943327903748E-02
 1.677545011043548584E-01 2.522012032568454742E-02
 1.678140759468078613E-01 2.522723749279975891E-02
 1.678736507892608643E-01 2.523435465991497040E-02
 1.679332256317138672E-01 2.524146996438503265E-02
 1.679928004741668701E-01 2.524858526885509491E-02
 1.680523753166198730E-01 2.525569684803485870E-02
 1.681119501590728760E-01 2.526281028985977173E-02
 1.681715250015258789E-01 2.526992000639438629E-02
 1.682311147451400757E-01 2.527702972292900085E-02
 1.682906895875930786E-01 2.528413757681846619E-02
 1.683502644300460815E-01 2.529124356806278229E-02
 1.684098392724990845E-01 2.529834955930709839E-02
 1.684694141149520874E-01 2.530545368790626526E-02
 1.685290038585662842E-01 2.531255595386028290E-02
 1.685885787010192871E-01 2.531965821981430054E-02
 1.686481535434722900E-01 2.532675862312316895E-02
 1.687077283859252930E-01 2.533385716378688812E-02
 1.687673181295394897E-01 2.534095570445060730E-02
 1.688268929719924927E-01 2.534805238246917725E-02
 1.688864678144454956E-01 2.535514719784259796E-02
 1.689460426568984985E-01 2.536224015057086945E-02
 1.690056324005126953E-01 2.536933310329914093E-02
 1.690652072429656982E-01 2.537642419338226318E-02
 1.691247820854187012E-01 2.538351528346538544E-02
 1.691843718290328979E-01 2.539060451090335846E-02
 1.692439466714859009E-01 2.539769187569618225E-02
 1.693035215139389038E-01 2.540477737784385681E-02
 1.693631112575531006E-01 2.541186287999153137E-02
 1.694226861000061035E-01 2.541894651949405670E-02
 1.694822609424591064E-01 2.542602829635143280E-02
 1.695418506860733032E-01 2.543311007320880890E-02
 1.696014255285263062E-01 2.544018998742103577E-02
 1.696610152721405029E-01 2.544726803898811340E-02
 1.697205901145935059E-01 2.545434609055519104E-02
 1.697801649570465088E-01 2.546142227947711945E-02
 1.698397547006607056E-01 2.546849660575389862E-02
 1.698993295431137085E-01 2.547557093203067780E-02
 1.699589192867279053E-01 2.548264339566230774E-02
 1.700184941291809082E-01 2.548971399664878845E-02
 1.700780838727951050E-01 2.549678273499011993E-02
 1.701376587152481079E-01 2.550385147333145142E-02
 1.701972484588623047E-01 2.551091834902763367E-02
 1.702568233013153076E-01 2.551798522472381592E-02
 1.703164130449295044E-01 2.552505023777484894E-02
 1.703759878873825073E-01 2.553211338818073273E-02
 1.704355776309967041E-01 2.553917467594146729E-02
 1.704951524734497070E-01 2.554623596370220184E-02
 1.705547422170639038E-01 2.555329538881778717E-02
 1.706143319606781006E-01 2.556035295128822327E-02
 1.706739068031311035E-01 2.556741051375865936E-02
 1.707334965467453003E-01 2.557446621358394623E-02
 1.707930713891983032E-01 2.558152005076408386E-02
 1.708526611328125000E-01 2.558857388794422150E-02
 1.709122508764266968E-01 2.559562586247920990E-02
 1.709718257188796997E-01 2.560267597436904907E-02
 1.710314154624938965E-01 2.560972422361373901E-02
 1.710910052061080933E-01 2.561677247285842896E-02
 1.711505800485610962E-01 2.562381885945796967E-02
 1.712101697921752930E-01 2.563086524605751038E-02
 1.712697595357894897E-01 2.563790977001190186E-02
 1.713293343782424927E-01 2.564495243132114410E-02
 1.713889241218566895E-01 2.565199322998523712E-02
 1.714485138654708862E-01 2.565903402864933014E-02
 1.715080887079238892E-01 2.566607296466827393E-02
 1.715676784515380859E-01 2.567311003804206848E-02
 1.716272681951522827E-01 2.568014711141586304E-02
 1.716868579387664795E-01 2.568718232214450836E-02
 1.717464327812194824E-01 2.569421567022800446E-02
 1.718060225248336792E-01 2.570124901831150055E-02
 1.718656122684478760E-01 2.570828050374984741E-02
 1.719252020120620728E-01 2.571531012654304504E-02
 1.719847917556762695E-01 2.572233974933624268E-02
 1.720443665981292725E-01 2.572936750948429108E-02
 1.721039563417434692E-01 2.573639340698719025E-02
 1.721635460853576660E-01 2.574341744184494019E-02
 1.722231358289718628E-01 2.575044147670269012E-02
 1.722827255725860596E-01 2.575746364891529083E-02
 1.723423153162002563E-01 2.576448582112789154E-02
 1.724019050598144531E-01 2.577150613069534302E-02
 1.724614799022674561E-01 2.577852457761764526E-02
 1.725210696458816528E-01 2.578554116189479828E-02
 1.725806593894958496E-01 2.579255774617195129E-02
 1.726402491331100464E-01 2.579957246780395508E-02
 1.726998388767242432E-01 2.580658532679080963E-02
 1.727594286203384399E-01 2.581359818577766418E-02
 1.728190183639526367E-01 2.582060918211936951E-02
 1.728786081075668335E-01 2.582761831581592560E-02
 1.729381978511810303E-01 2.583462744951248169E-02
 1.729977875947952271E-01 2.584163472056388855E-02
 1.730573773384094238E-01 2.584864012897014618E-02
 1.731169670820236206E-01 2.585564553737640381E-02
 1.731765568256378174E-01 2.586264722049236298E-02
 1.732361465692520142E-01 2.586965076625347137E-02
 1.732957363128662109E-01 2.587665058672428131E-02
 1.733553260564804077E-01 2.588365040719509125E-02
 1.734149158000946045E-01 2.589064836502075195E-02
 1.734745055437088013E-01 2.589764632284641266E-02
 1.735340952873229980E-01 2.590464055538177490E-02
 1.735936850309371948E-01 2.591163478791713715E-02
 1.736532747745513916E-01 2.591862902045249939E-02
 1.737128645181655884E-01 2.592561952769756317E-02
 1.737724691629409790E-01 2.593261003494262695E-02
 1.738320589065551758E-01 2.593960054218769073E-02
 1.738916486501693726E-01 2.594658732414245605E-02
 1.739512383937835693E-01 2.595357410609722137E-02
 1.740108281373977661E-01 2.596056088805198669E-02
 1.740704178810119629E-01 2.596754394471645355E-02
 1.741300076246261597E-01 2.597452700138092041E-02
 1.741896122694015503E-01 2.598150819540023804E-02
 1.742492020130157471E-01 2.598848938941955566E-02
 1.743087917566299438E-01 2.599546872079372406E-02
 1.743683815002441406E-01 2.600244618952274323E-02
 1.744279712438583374E-01 2.600942179560661316E-02
 1.744875758886337280E-01 2.601639740169048309E-02
 1.745471656322479248E-01 2.602337114512920380E-02
 1.746067553758621216E-01 2.603034488856792450E-02
 1.746663451194763184E-01 2.603731490671634674E-02
 1.747259497642517090E-01 2.604428492486476898E-02
 1.747855395078659058E-01 2.605125494301319122E-02
 1.748451292514801025E-01 2.605822309851646423E-02
 1.749047338962554932E-01 2.606518939137458801E-02
 1.749643236398696899E-01 2.607215382158756256E-02
 1.750239133834838867E-01 2.607911638915538788E-02
 1.750835031270980835E-01 2.608607895672321320E-02
 1.751431077718734741E-01 2.609304152429103851E-02
 1.752026975154876709E-01 2.610000036656856537E-02
 1.752623021602630615E-01 2.610695920884609222E-02
 1.753218919038772583E-01 2.611391618847846985E-02
 1.753814816474914551E-01 2.612087316811084747E-02
 1.754410862922668457E-01 2.612782828509807587E-02
 1.755006760358810425E-01 2.613478153944015503E-02
 1.755602657794952393E-01 2.614173293113708496E-02
 1.756198704242706299E-01 2.614868432283401489E-02
 1.756794601678848267E-01 2.615563385188579559E-02
 1.757390648126602173E-01 2.616258151829242706E-02
 1.757986545562744141E-01 2.616952918469905853E-02
 1.758582592010498047E-01 2.617647498846054077E-02
 1.759178489446640015E-01 2.618341892957687378E-02
 1.759774535894393921E-01 2.619036287069320679E-02
 1.760370433330535889E-01 2.619730494916439056E-02
 1.760966479778289795E-01 2.620424516499042511E-02
 1.761562377214431763E-01 2.621118538081645966E-02
 1.762158423662185669E-01 2.621812373399734497E-02
 1.762754321098327637E-01 2.622506022453308105E-02
 1.763350367546081543E-01 2.623199671506881714E-02
 1.763946264982223511E-01 2.623892948031425476E-02
 1.764542311429977417E-01 2.624586410820484161E-02
 1.765138208866119385E-01 2.625279501080513000E-02
 1.765734255313873291E-01 2.625972591340541840E-02
 1.766330301761627197E-01 2.626665495336055756E-02
 1.766926199197769165E-01 2.627358213067054749E-02
 1.767522245645523071E-01 2.628050930798053741E-02
 1.768118143081665039E-01 2.628743462264537811E-02
 1.768714189529418945E-01 2.629435993731021881E-02
 1.769310235977172852E-01 2.630128152668476105E-02
 1.769906133413314819E-01 2.630820311605930328E-02
 1.770502179861068726E-01 2.631512470543384552E-02
 1.771098226308822632E-01 2.632204256951808929E-02
 1.771694123744964600E-01 2.632896043360233307E-02
 1.772290170192718506E-01 2.633587643504142761E-02
 1.772886216640472412E-01 2.634279243648052216E-02
 1.773482114076614380E-01 2.634970657527446747E-02
 1.774078160524368286E-01 2.635661885142326355E-02
 1.774674206972122192E-01 2.636353112757205963E-02
 1.775270253419876099E-01 2.637043967843055725E-02
 1.775866150856018066E-01 2.637735009193420410E-02
 1.776462197303771973E-01 2.638425678014755249E-02
 1.777058243751525879E-01 2.639116346836090088E-02
 1.777654290199279785E-01 2.639806829392910004E-02
 1.778250187635421753E-01 2.640497125685214996E-02
 1.778846234083175659E-01 2.641187421977519989E-02
 1.779442280530929565E-01 2.641877532005310059E-02
 1.780038326978683472E-01 2.642567455768585205E-02
 1.780634373426437378E-01 2.643257379531860352E-02
 1.781230419874191284E-01 2.643947117030620575E-02
 1.781826317310333252E-01 2.644636668264865875E-02
 1.782422363758087158E-01 2.645326219499111176E-02
 1.783018410205841064E-01 2.646015584468841553E-02
 1.783614456653594971E-01 2.646704763174057007E-02
 1.784210503101348877E-01 2.647393755614757538E-02
 1.784806549549102783E-01 2.648082748055458069E-02
 1.785402595996856689E-01 2.648771740496158600E-02
 1.785998642444610596E-01 2.649460360407829285E-02
 1.786594688892364502E-01 2.650148980319499969E-02
 1.787190586328506470E-01 2.650837413966655731E-02
 1.787786632776260376E-01 2.651525661349296570E-02
 1.788382679224014282E-01 2.652213908731937408E-02
 1.788978725671768188E-01 2.652901969850063324E-02
 1.789574772119522095E-01 2.653590030968189240E-02
 1.790170818567276001E-01 2.654277719557285309E-02
 1.790766865015029907E-01 2.654965408146381378E-02
 1.791362911462783813E-01 2.655653096735477448E-02
 1.791958957910537720E-01 2.656340412795543671E-02
 1.792555004358291626E-01 2.657027728855609894E-02
 1.793151050806045532E-01 2.657714858651161194E-02
 1.793747097253799438E-01 2.658401988446712494E-02
 1.794343292713165283E-01 2.659088931977748871E-02
 1.794939339160919189E-01 2.659775689244270325E-02
 1.795535385608673096E-01 2.660462446510791779E-02
 1.796131432056427002E-01 2.661148831248283386E-02
 1.796727478504180908E-01 2.661835215985774994E-02
 1.797323524951934814E-01 2.662521600723266602E-02
 1.797919571399688721E-01 2.663207799196243286E-02
 1.798515617847442627E-01 2.663893811404705048E-02
 1.799111664295196533E-01 2.664579637348651886E-02
 1.799707710742950439E-01 2.665265463292598724E-02
 1.800303906202316284E-01 2.665951102972030640E-02
 1.800899952650070190E-01 2.666636556386947632E-02
 1.801495999097824097E-01 2.667322009801864624E-02
 1.802092045545578003E-01 2.668007276952266693E-02
 1.802688091993331909E-01 2.668692357838153839E-02
 1.803284287452697754E-01 2.669377438724040985E-02
 1.803880333900451660E-01 2.670062333345413208E-02
 1.804476380348205566E-01 2.670747041702270508E-02
 1.805072426795959473E-01 2.671431563794612885E-02
 1.805668473243713379E-01 2.672116085886955261E-02
 1.806264668703079224E-01 2.672800607979297638E-02
 1.806860715150833130E-01 2.673484757542610168E-02
 1.807456761598587036E-01 2.674168907105922699E-02
 1.808052957057952881E-01 2.674852870404720306E-02
 1.808649003505706787E-01 2.675536647439002991E-02
 1.809245049953460693E-01 2.676220424473285675E-02
 1.809841096401214600E-01 2.676904015243053436E-02
 1.810437291860580444E-01 2.677587606012821198E-02
 1.811033338308334351E-01 2.678270824253559113E-02
 1.811629384756088257E-01 2.678954042494297028E-02
 1.812225580215454102E-01 2.679637260735034943E-02
 1.812821626663208008E-01 2.680320106446743011E-02
 1.813417822122573853E-01 2.681002952158451080E-02
 1.814013868570327759E-01 2.681685611605644226E-02
 1.814609915018081665E-01 2.682368271052837372E-02
 1.815206110477447510E-01 2.683050744235515594E-02
 1.815802156925201416E-01 2.683733031153678894E-02
 1.816398352384567261E-01 2.684415318071842194E-02
 1.816994398832321167E-01 2.685097232460975647E-02
 1.817590445280075073E-01 2.685779146850109100E-02
 1.818186640739440918E-01 2.686461061239242554E-02
 1.818782687187194824E-01 2.687142789363861084E-02
 1.819378882646560669E-01 2.687824331223964691E-02
 1.819974929094314575E-01 2.688505686819553375E-02
 1.820571124553680420E-01 2.689187042415142059E-02
 1.821167171001434326E-01 2.689868211746215820E-02
 1.821763366460800171E-01 2.690549194812774658E-02
 1.822359412908554077E-01 2.691230177879333496E-02
 1.822955608367919922E-01 2.691910974681377411E-02
 1.823551654815673828E-01 2.692591585218906403E-02
